company,job_title,city,country,lat_long,ticket,discount,age,gender,times,org_size,background,decision_making,influence
The Atlantic,Senior Associate Editor,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,25-34,Female,2,11-25,Professional | Nonprofit | Manager | Independent News/Local,No,Medium
The Atlantic,Deputy Digital Editor,Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,25-34,Male,null,null,Professional | Person of Color | LGBT | Entrepreneur/Start up  | Director,No,Medium
The Brookings Institution,Associate Vice President for Communications,Washington,,"""38.907192,-77.036871""",Almost There Member,member133kx5w8,45-54,Male,1,501+,Nonprofit | Communications/Marketing  | Publisher,No,High
The Center for Public Integrity,CEO,Washington,,"""38.907192,-77.036871""",Almost There Member,member133kx5w8,45-54,Male,1,26-100,Professional | Nonprofit | Executive,Yes,null
The Center for Public Integrity,Engagement Editor,Washington,,"""38.907192,-77.036871""",Complimentary Registration,cnn-diversity-comps,25-34,Male,1,26-100,Professional | Person of Color | Nonprofit,No,Medium
The Chronicle of Higher Education,senior editor,Washington,,"""38.907192,-77.036871""",Almost There Member,member133kx5w8,35-44,Female,1,101-300,Professional | Manager | Print,No,Low
The Chronicle of Higher Education,General Manager,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,55-64,Male,8-14,101-300,Professional | Executive | Print | Publisher,Yes,null
The Chronicle of Philanthropy,Senior Editor,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,25-34,Male,1,101-300,Professional | Manager,No,Medium
The Daily Signal,Managing Editor,Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,25-34,Female,null,null,Professional | Director,No,High
The Hilltop,Editor-in-Chief,Washington,,"""38.907192,-77.036871""",Complimentary Registration,HBCU,18-24,Female,1,11-25,Academic | Student,No,Medium
The McClatchy Company,VP/News,Washington,,"""38.907192,-77.036871""",Complimentary Registration,ona-platinum,45-54,Male,8-14,501+,Professional | Student | Person of Color | LGBT | Entrepreneur/Start up  | Executive | Director | Manager | Developer | Technologist | Broadcast | Print | Pure-Play Digital | Communications/Marketing  | Independent News/Local | Vendor | Publisher,Yes,null
The McClatchy Company- Washington Bureau,Video Journalist,Washington,,"""38.907192,-77.036871""",Complimentary Registration,ona-platinum,35-44,Male,1,501+,Professional | Student | Person of Color | LGBT | Entrepreneur/Start up  | Executive | Director | Manager | Developer | Technologist | Broadcast | Print | Pure-Play Digital | Communications/Marketing  | Independent News/Local | Vendor | Publisher,No,Low
"The McClatchy Company, Video",Social Media Editor,Washington,,"""38.907192,-77.036871""",Complimentary Registration,volunteer,25-34,Female,null,null,Professional | Print | Communications/Marketing,No,Low
"The McClatchy Company, Washington Bureau",Head of News Strategies,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,45-54,Male,4-7,null,Professional,No,High
The Wall Street Journal,"Managing Editor, Capital Journal",Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,35-44,Male,1,501+,Professional | Manager | Print,No,Low
The Washington Post,Director of Digital News Projects,Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,35-44,Male,3,null,Professional | LGBT | Director,No,High
The Washington Post,audience engagement producer,Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,25-34,Female,null,null,Professional | Person of Color,No,Low
The Washington Post,Graphics Director,Washington,,"""38.907192,-77.036871""",OJA Finalist ONA15 Registration + Banquet,oja-finalist,25-34,Female,3,501+,Professional | Director | Manager | Developer | Technologist | Print,Yes,null
The Washington Post,Homepage Editor,Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,35-44,Male,4-7,null,Professional | Person of Color | LGBT | Print,No,Low
The Washington Post,"Assignment Editor, Graphics",Washington,,"""38.907192,-77.036871""",OJA Finalist ONA15 Registration + Banquet,oja-finalist,25-34,Male,1,501+,Professional | Manager | Developer,No,Low
The Washington Post,Producer,Washington,,"""38.907192,-77.036871""",Complimentary Registration,volunteer-social-team,25-34,Female,null,null,Professional,No,Medium
The Washington Post,Director of Video and Senior Editor,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,35-44,Male,4-7,501+,Director | Broadcast,Yes,null
The Washington Post,Editorial Product Manager,Washington,,"""38.907192,-77.036871""",Almost There Member,ona15-waitlist-member,25-34,Female,1,301-500,Manager,No,Medium
The Washington Post,Local Data Projects Editor,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,25-34,Male,4-7,501+,Professional | Technologist,No,Medium
The Washington Post,Data Reporter,Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,25-34,Female,1,301-500,Professional,No,Medium
The Washington Post,Product Manager,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,25-34,Male,1,501+,Professional | Pure-Play Digital,No,Low
The Washington Post,"Senior Producer, Digital Video",Washington,,"""38.907192,-77.036871""",Complimentary Registration,volunteer-video-team,25-34,Female,null,null,Professional | Manager | Broadcast | Print,No,High
The Washington Post,Graphics Editor,Washington,,"""38.907192,-77.036871""",OJA Finalist ONA15 Registration + Banquet,oja-finalist,18-24,Female,1,501+,Professional | Person of Color | LGBT | Developer,No,Low
The Washington Post,Senior Designer,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,25-34,Male,1,501+,Professional | Person of Color | LGBT | Director | Technologist,No,High
The Wilson Quarterly,Editor-in-chief,Washington,,"""38.907192,-77.036871""",Almost There Member,member133kx5w8,25-34,Male,1,null,Professional | Academic | Entrepreneur/Start up  | Nonprofit | Technologist | Communications/Marketing  | Publisher,Yes,null
The World Bank Group,Consultant,Washington,,"""38.907192,-77.036871""",Student Member,member133kx5w8,35-44,Male,1,null,Professional | Academic | Student,No,Medium
ThinkProgress,senior editor,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,25-34,Female,1,26-100,Professional | Nonprofit,No,High
U.S. Department of State,Foreign Affairs Officer,Washington,,"""38.907192,-77.036871""",Almost There Member,member133kx5w8,45-54,Female,3,101-300,Professional | Communications/Marketing  | Other,No,None
U.S. News & World Report,Assistant Education Editor,Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,25-34,Female,null,null,Professional,No,Low
U.S. News & World Report,Senior Health Editor,Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,25-34,Female,null,null,Professional,No,Low
U.S. News & World Report,Web Producer,Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,18-24,Female,null,null,Professional,No,None
U.S. News & World Report,Web Producer,Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,25-34,Male,null,null,Professional,No,Low
US News & World Report,Reporter,Washington,,"""38.907192,-77.036871""",Complimentary Registration,volunteer,25-34,Female,null,null,Professional | Print,No,Low
The Wall Street Journal,Producer,Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,25-34,Female,null,null,Professional | Manager | Print | Pure-Play Digital,No,None
WAMU,"Director, Digital Media",Washington,,"""38.907192,-77.036871""",Almost There Member,member133kx5w8,35-44,Male,2,101-300,Professional | Academic | Entrepreneur/Start up  | Nonprofit | Director | Technologist | Broadcast | Communications/Marketing  | Independent News/Local,No,High
WAMU 88.5,Web Producer,Washington,,"""38.907192,-77.036871""",Almost There Member,member133kx5w8,25-34,Male,1,26-100,Professional | Nonprofit | Broadcast | Independent News/Local,No,Low
The Washington Post,Social media producer,Washington,,"""38.907192,-77.036871""",Complimentary Registration,volunteer-social-team,18-24,Female,null,null,Professional | Person of Color | Entry Level | Pure-Play Digital,No,Low
The Washington Post,Digital Editor,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,25-34,Female,4-7,501+,Professional,No,Medium
The Washington Post,Digital Editor (Sports),Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,25-34,Male,null,null,Professional | Manager | Print | Pure-Play Digital,No,Medium
Women's Media Center,Director / The Speech Project,Washington,,"""38.907192,-77.036871""",Complimentary Registration,speaker,45-54,Female,1,null,Professional,Yes,null
World Learning,Program Manager,Washington,,"""38.907192,-77.036871""",Complimentary Registration,ed-comp,45-54,Male,null,null,Professional,Yes,null
WTOP News,http://wtop.com/,Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,35-44,Female,null,null,Manager,No,High
WUSA9,Digital Marketing Manager,Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,25-34,Male,null,null,Professional | Manager | Communications/Marketing,No,Medium
DecodeDC/Scripps,Journalist,Washington,,"""38.907192,-77.036871""",Getting Closer Member,member133kx5w8,25-34,Male,null,null,Professional,No,Medium
Agence France-Presse,AFP Chief Editor for North America,Washington,,"""38.907192,-77.036871""",Early-Bird Member,member133kx5w8,55-64,Male,4-7,501+,Professional,Yes,null
National Geographic,Associate Web Producer,Washington,,"""38.907192,-77.036871""",Almost There Member,member133kx5w8,25-34,Female,1,501+,Professional | Person of Color | Entry Level,No,Low
Democracy Fund,Program Associate,Washington,,"""38.907192,-77.036871""",Complimentary Registration,ed-comp-withbanquet,25-34,Male,null,null,Person of Color | Nonprofit,No,Medium
International Consortium of Investigative Journalists,Web Applications Developer,Washington,,"""38.907192,-77.036871""",Complimentary Registration,studentnewsroom-mentor,25-34,Male,null,null,Professional | Nonprofit | Developer,No,Medium
Delaware Online,Engagement Editor,New Castle,,"""41.003672,-80.347009""",Getting-Closer Member - Group,,25-34,Male,1,null,Professional,No,Medium
The News Journal/Gannett,Consumer Experience Director,New Castle,,"""41.003672,-80.347009""",Early-Bird Member,member133kx5w8,45-54,Male,4-7,26-100,Professional | Academic,Yes,null
HackPack.press,CEO,Wilmington,,"""34.225726,-77.94471""",Getting Closer Member,member133kx5w8,25-34,Male,null,null,Professional | Entrepreneur/Start up,Yes,null
Maps4News,Business Development,Wilmington,,"""34.225726,-77.94471""",Getting Closer Member,member133kx5w8,45-54,Male,null,null,Professional | Entrepreneur/Start up  | Developer | Vendor,Yes,null
Maps4News,Sales & Marketing USA,Wilmington,,"""34.225726,-77.94471""",Complimentary Registration,midway-fullpass,35-44,Female,null,null,Professional | Vendor,No,Low
Yahoo,News Editorial Manager Latam & Spain,Coral Gables,,"""25.72149,-80.268384""",Almost There Non-Member,,35-44,Male,1,11-25,Professional | Publisher,No,Medium
University of Miami,Professor,Coral Gables,,"""25.72149,-80.268384""",Early-Bird Member,member133kx5w8,55-64,Male,8-14,26-100,Academic,No,High
Fusion,Director of Interactives and Design,Doral,,"""25.819542,-80.35533""",Complimentary Registration,speaker,25-34,Female,1,null,Professional | Entrepreneur/Start up  | Nonprofit | Director | Technologist | Broadcast | Pure-Play Digital,No,Medium
Fusion Network,Director of News Practices,Doral,,"""25.819542,-80.35533""",Complimentary Registration,speaker,35-44,Female,1,null,Professional | Director | Broadcast | Print | Pure-Play Digital,No,Medium
WLRN Public Media,Digital editor,Doral,,"""25.819542,-80.35533""",Complimentary Registration,volunteer-social-team,25-34,Female,null,null,Professional | Person of Color | Nonprofit | Manager | Broadcast | Independent News/Local,No,High
Sun Sentinel / SouthFlorida.com,Online entertainment editor,Fort Lauderdale,,"""26.122439,-80.137317""",Complimentary Registration,cnn-diversity-comps,35-44,Female,4-7,101-300,Professional | Academic | Person of Color | Entrepreneur/Start up  | Manager | Print | Pure-Play Digital,No,Medium
RTDNA,Chair,Fort Myers,,"""26.640628,-81.872308""",Complimentary Registration,ed-comp,45-54,Female,null,null,Professional | Nonprofit | Executive | Director | Manager | Broadcast,Yes,null
The News-Press,Audience Analyst,Fort Myers,,"""26.640628,-81.872308""",Getting-Closer Member - Group,,35-44,Male,1,null,Professional,No,Low
University of Florida,Student,Gainesville,,"""29.651634,-82.324826""",Complimentary Registration,studentnewsroom-student,18-24,Male,null,null,Professional | Student | Entry Level | Developer | Technologist | Print,Yes,null
The New York Times,Deputy Photo Editor,Gainesville,,"""29.651634,-82.324826""",Complimentary Registration,volunteer-video-team,25-34,Male,null,null,Professional,No,None
University of Florida,"Professor, Karel Endowed Chair in Public Interest",Gainesville,,"""29.651634,-82.324826""",Almost There Member,member133kx5w8,35-44,Female,1,null,Academic,No,Low
University of Florida,Journalist,Gainesville,,"""29.651634,-82.324826""",Complimentary Registration,studentnewsroom-student,18-24,Female,1,null,Professional | Student | Person of Color | Entry Level | Broadcast | Print | Communications/Marketing,No,None
University of Florida,Professor,Gainesville,,"""29.651634,-82.324826""",Getting Closer Member,member133kx5w8,55-64,Female,null,null,Academic,No,Medium
University of Florida,"Director, Innovation News Center",Gainesville,,"""29.651634,-82.324826""",Complimentary Registration,speaker,25-34,Male,4-7,null,Academic | Executive | Director | Broadcast | Print,Yes,null
University of Florida,Professor and Director of Sports Journalism,Gainesville,,"""29.651634,-82.324826""",Almost There Member,member133kx5w8,55-64,Male,2,101-300,Academic | Director,No,Medium
University of Florida College of Journalism and Communications,"Director, Partnerships",Gainesville,,"""29.651634,-82.324826""",Almost There Member,member133kx5w8,55-64,Male,null,null,Professional | Academic,No,High
WUFT / University of Florida,"Deputy News Director, Digital",Gainesville,,"""29.651634,-82.324826""",Early-Bird Member,member133kx5w8,35-44,Male,1,3-10,Professional | Executive,No,High
Cox Media Group,News Director,Jacksonville,,"""30.332184,-81.655651""",Early-Bird Member,member133kx5w8,45-54,Male,1,null,Professional | Executive,Yes,null
First Coast News (WTLV/WJXX TV),Digital Director,Jacksonville,,"""30.332184,-81.655651""",Early-Bird Member,member133kx5w8,35-44,Male,1,26-100,Professional | Director | Manager | Broadcast,No,High
"WNYC, Center for Investigative Reporting","Poet, Playwright, Comic Book Writer, Storyteller a",Jacksonville,,"""30.332184,-81.655651""",Complimentary Registration,speaker,35-44,Male,1,101-300,Professional | Person of Color | Broadcast,No,Medium
